documentType	response_error	response_message	created_at	last_uploaded_at	number_of_attempts
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:25	2018-09-02 20:21:38	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:37:25	2018-09-02 20:21:37	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:21	2018-09-02 20:21:36	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:37:24	2018-09-02 20:21:36	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:19	2018-09-02 20:21:35	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:37:16	2018-09-02 20:21:34	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:37:16	2018-09-02 20:21:33	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:37:15	2018-09-02 20:21:32	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:37:14	2018-09-02 20:21:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:48	2018-09-02 20:21:30	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:30	2018-09-02 20:21:29	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:40	2018-09-02 20:21:29	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:28	2018-09-02 20:21:28	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:27	2018-09-02 20:21:27	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:26	2018-09-02 20:21:26	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:25	2018-09-02 20:21:25	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:23	2018-09-02 20:21:24	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:22	2018-09-02 20:21:23	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:20	2018-09-02 20:21:22	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:14	2018-09-02 20:21:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:16	2018-09-02 20:21:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:11	2018-09-02 20:21:20	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:08	2018-09-02 20:21:19	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:05	2018-09-02 20:21:18	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:36:02	2018-09-02 20:21:17	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:04	2018-09-02 20:21:17	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:36:02	2018-09-02 20:21:16	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:36:00	2018-09-02 20:21:15	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:51	2018-09-02 20:21:14	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:51	2018-09-02 20:21:13	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:50	2018-09-02 20:21:12	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:41	2018-09-02 20:21:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:37	2018-09-02 20:21:10	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:35:36	2018-09-02 20:21:09	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:35:35	2018-09-02 20:21:08	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:35:34	2018-09-02 20:21:07	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:35:31	2018-09-02 20:21:06	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:33	2018-09-02 20:21:06	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:35:30	2018-09-02 20:21:04	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:35:29	2018-09-02 20:21:03	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:28	2018-09-02 20:21:02	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:17	2018-09-02 20:21:01	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:15	2018-09-02 20:20:30	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:13	2018-09-02 20:20:29	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:09	2018-09-02 20:19:58	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:35:07	2018-09-02 20:19:57	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:35:02	2018-09-02 20:19:56	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:35:01	2018-09-02 20:19:55	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:59	2018-09-02 20:19:24	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:56	2018-09-02 20:19:23	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:55	2018-09-02 20:19:22	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:55	2018-09-02 20:19:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:54	2018-09-02 20:19:20	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:55	2018-09-02 20:19:20	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:53	2018-09-02 20:19:19	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:51	2018-09-02 20:19:18	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:49	2018-09-02 20:19:17	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:49	2018-09-02 20:19:16	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:48	2018-09-02 20:19:15	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:47	2018-09-02 20:19:14	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:47	2018-09-02 20:19:13	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:46	2018-09-02 20:19:12	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:44	2018-09-02 20:19:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:45	2018-09-02 20:19:11	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:43	2018-09-02 20:19:10	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:43	2018-09-02 20:19:09	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:43	2018-09-02 20:19:08	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:42	2018-09-02 20:19:07	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:40	2018-09-02 20:19:06	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:38	2018-09-02 20:19:05	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:39	2018-09-02 20:19:05	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:37	2018-09-02 20:19:04	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:37	2018-09-02 20:19:03	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:36	2018-09-02 20:19:02	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:34	2018-09-02 20:19:01	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:34	2018-09-02 20:19:01	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:33	2018-09-02 20:19:00	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:32	2018-09-02 20:18:59	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:31	2018-09-02 20:18:58	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:34:30	2018-09-02 20:18:57	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:31	2018-09-02 20:18:57	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:29	2018-09-02 20:18:56	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:28	2018-09-02 20:18:55	1
PURCHASED GOODS	NULL	NULL	2018-09-02 19:34:27	2018-09-02 20:18:54	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:26	2018-09-02 20:18:53	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:04	2018-09-02 20:18:49	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:03	2018-09-02 20:18:48	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:34:03	2018-09-02 20:18:47	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:58	2018-09-02 20:18:46	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:33:54	2018-09-02 20:18:45	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:49	2018-09-02 20:18:44	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:33:54	2018-09-02 20:18:44	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:48	2018-09-02 20:18:43	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:45	2018-09-02 20:18:42	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:26	2018-09-02 20:18:41	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:24	2018-09-02 20:18:40	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:22	2018-09-02 20:18:39	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:11	2018-09-02 20:18:38	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:09	2018-09-02 20:18:37	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:07	2018-09-02 20:18:36	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:05	2018-09-02 20:18:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:06	2018-09-02 20:18:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:05	2018-09-02 20:18:34	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:04	2018-09-02 20:18:33	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:03	2018-09-02 20:18:32	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:02	2018-09-02 20:18:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:01	2018-09-02 20:18:30	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:01	2018-09-02 20:18:29	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:59	2018-09-02 20:18:28	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:33:00	2018-09-02 20:18:28	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:53	2018-09-02 20:18:27	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:46	2018-09-02 20:18:26	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:44	2018-09-02 20:18:25	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:43	2018-09-02 20:18:24	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:42	2018-09-02 20:18:23	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:40	2018-09-02 20:18:07	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:37	2018-09-02 20:18:06	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:37	2018-09-02 20:18:05	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:35	2018-09-02 20:17:34	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:33	2018-09-02 20:17:33	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:34	2018-09-02 20:17:33	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:33	2018-09-02 20:17:32	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:32	2018-09-02 20:17:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:30	2018-09-02 20:17:30	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:29	2018-09-02 20:17:29	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:21	2018-09-02 20:17:28	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:20	2018-09-02 20:17:27	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:19	2018-09-02 20:17:26	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:19	2018-09-02 20:17:26	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:19	2018-09-02 20:17:25	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:17	2018-09-02 20:17:24	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:16	2018-09-02 20:17:23	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:15	2018-09-02 20:17:22	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:58	2018-09-02 20:17:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:32:13	2018-09-02 20:17:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:57	2018-09-02 20:17:20	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:56	2018-09-02 20:17:19	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:56	2018-09-02 20:17:18	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:50	2018-09-02 20:17:17	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:48	2018-09-02 20:17:16	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:46	2018-09-02 20:17:15	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:45	2018-09-02 20:17:14	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:43	2018-09-02 20:17:13	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:43	2018-09-02 20:17:12	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:40	2018-09-02 20:17:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:42	2018-09-02 20:17:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:39	2018-09-02 20:17:10	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:37	2018-09-02 20:17:09	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:36	2018-09-02 20:17:08	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:33	2018-09-02 20:17:07	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:34	2018-09-02 20:17:07	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:33	2018-09-02 20:17:06	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:32	2018-09-02 20:17:05	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:31	2018-09-02 20:17:04	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:30	2018-09-02 20:17:03	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:29	2018-09-02 20:17:01	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:29	2018-09-02 20:17:01	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:29	2018-09-02 20:17:00	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:26	2018-09-02 20:16:59	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:25	2018-09-02 20:16:58	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:25	2018-09-02 20:16:57	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:24	2018-09-02 20:16:56	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:21	2018-09-02 20:16:55	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:19	2018-09-02 20:16:54	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:15	2018-09-02 20:16:53	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:15	2018-09-02 20:16:52	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:14	2018-09-02 20:16:51	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:14	2018-09-02 20:16:51	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:14	2018-09-02 20:16:50	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:11	2018-09-02 20:16:49	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:10	2018-09-02 20:16:48	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:09	2018-09-02 20:16:47	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:09	2018-09-02 20:16:46	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:07	2018-09-02 20:16:45	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:06	2018-09-02 20:16:44	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:07	2018-09-02 20:16:44	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:06	2018-09-02 20:16:43	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:05	2018-09-02 20:16:42	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:05	2018-09-02 20:16:41	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:04	2018-09-02 20:16:40	1
INVOICE	NULL	NULL	2018-09-02 19:31:03	2018-09-02 20:16:39	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:03	2018-09-02 20:16:38	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:03	2018-09-02 20:16:38	1
INVOICE	NULL	NULL	2018-09-02 19:31:02	2018-09-02 20:16:37	1
INVOICE	NULL	NULL	2018-09-02 19:31:01	2018-09-02 20:16:35	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:02	2018-09-02 20:16:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:31:01	2018-09-02 20:16:34	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:31:01	2018-09-02 20:16:33	1
INVOICE	NULL	NULL	2018-09-02 19:31:00	2018-09-02 20:16:32	1
INVOICE	NULL	NULL	2018-09-02 19:30:59	2018-09-02 20:16:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:59	2018-09-02 20:16:30	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:58	2018-09-02 20:16:29	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:58	2018-09-02 20:16:28	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:57	2018-09-02 20:16:27	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:57	2018-09-02 20:16:26	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:56	2018-09-02 20:16:25	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:55	2018-09-02 20:16:24	1
INVOICE	NULL	NULL	2018-09-02 19:30:51	2018-09-02 20:16:23	1
INVOICE	NULL	NULL	2018-09-02 19:30:50	2018-09-02 20:16:22	1
INVOICE	NULL	NULL	2018-09-02 19:30:49	2018-09-02 20:16:20	1
INVOICE	NULL	NULL	2018-09-02 19:30:47	2018-09-02 20:16:19	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:47	2018-09-02 20:16:18	1
INVOICE	NULL	NULL	2018-09-02 19:30:46	2018-09-02 20:16:16	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:45	2018-09-02 20:16:14	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:46	2018-09-02 20:16:14	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:45	2018-09-02 20:16:13	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:44	2018-09-02 20:16:12	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:43	2018-09-02 20:16:11	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:43	2018-09-02 20:16:10	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:43	2018-09-02 20:16:09	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:43	2018-09-02 20:16:08	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:38	2018-09-02 20:16:07	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:32	2018-09-02 20:16:06	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:32	2018-09-02 20:16:05	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:31	2018-09-02 20:16:04	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:30	2018-09-02 20:16:03	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:26	2018-09-02 20:16:02	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:28	2018-09-02 20:16:02	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:23	2018-09-02 20:16:01	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:20	2018-09-02 20:16:00	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:19	2018-09-02 20:15:59	1
INVOICE	NULL	NULL	2018-09-02 19:30:19	2018-09-02 20:15:58	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:18	2018-09-02 20:15:57	1
INVOICE	NULL	NULL	2018-09-02 19:30:18	2018-09-02 20:15:56	1
INVOICE	NULL	NULL	2018-09-02 19:30:16	2018-09-02 20:15:55	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:15	2018-09-02 20:15:54	1
INVOICE	NULL	NULL	2018-09-02 19:30:14	2018-09-02 20:15:53	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:13	2018-09-02 20:15:51	1
INVOICE	NULL	NULL	2018-09-02 19:30:12	2018-09-02 20:15:50	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:12	2018-09-02 20:15:49	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:10	2018-09-02 20:15:48	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:09	2018-09-02 20:15:47	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:08	2018-09-02 20:15:46	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:05	2018-09-02 20:15:45	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:03	2018-09-02 20:15:44	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:30:01	2018-09-02 20:15:43	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:03	2018-09-02 20:15:43	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:30:00	2018-09-02 20:15:42	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:59	2018-09-02 20:15:41	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:57	2018-09-02 20:15:40	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:53	2018-09-02 20:15:39	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:51	2018-09-02 20:15:38	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:29:49	2018-09-02 20:15:37	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:49	2018-09-02 20:15:36	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:46	2018-09-02 20:15:35	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:44	2018-09-02 20:15:34	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:44	2018-09-02 20:15:33	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:29:43	2018-09-02 20:15:32	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:43	2018-09-02 20:15:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:29:42	2018-09-02 20:15:30	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:42	2018-09-02 20:15:29	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:29:36	2018-09-02 20:15:28	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:42	2018-09-02 20:15:28	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:29:34	2018-09-02 20:15:27	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:29:21	2018-09-02 20:15:26	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:29:20	2018-09-02 20:15:25	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:29:11	2018-09-02 20:15:24	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:29:09	2018-09-02 20:15:23	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:29:03	2018-09-02 20:15:22	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:56	2018-09-02 20:15:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:52	2018-09-02 20:15:20	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:51	2018-09-02 20:15:19	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:46	2018-09-02 20:15:18	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:43	2018-09-02 20:15:17	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:42	2018-09-02 20:15:16	1
INVOICE	NULL	NULL	2018-09-02 19:28:29	2018-09-02 20:15:15	1
INVOICE	NULL	NULL	2018-09-02 19:28:26	2018-09-02 20:15:14	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:24	2018-09-02 20:15:12	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:20	2018-09-02 20:15:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:21	2018-09-02 20:15:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:19	2018-09-02 20:14:39	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:19	2018-09-02 20:14:38	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:16	2018-09-02 20:14:37	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:15	2018-09-02 20:14:36	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:14	2018-09-02 20:14:35	1
INVOICE	NULL	NULL	2018-09-02 19:28:13	2018-09-02 20:14:34	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:11	2018-09-02 20:14:32	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:09	2018-09-02 20:14:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:09	2018-09-02 20:14:30	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:09	2018-09-02 20:14:29	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:08	2018-09-02 20:14:28	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:08	2018-09-02 20:14:27	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:08	2018-09-02 20:14:26	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:08	2018-09-02 20:14:25	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:08	2018-09-02 20:14:23	1
DELIVERY PROOF	NULL	NULL	2018-09-02 19:28:08	2018-09-02 20:14:22	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:28:07	2018-09-02 20:14:21	1
INVOICE	NULL	NULL	2018-09-02 19:28:06	2018-09-02 20:14:20	1
INVOICE	NULL	NULL	2018-09-02 19:28:04	2018-09-02 20:14:19	1
INVOICE	NULL	NULL	2018-09-02 19:28:02	2018-09-02 20:14:17	1
INVOICE	NULL	NULL	2018-09-02 19:27:59	2018-09-02 20:14:16	1
INVOICE	NULL	NULL	2018-09-02 19:27:46	2018-09-02 20:14:15	1
INVOICE	NULL	NULL	2018-09-02 19:27:44	2018-09-02 20:14:13	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:27:44	2018-09-02 20:14:12	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:27:44	2018-09-02 20:14:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:27:41	2018-09-02 20:14:10	1
INVOICE	NULL	NULL	2018-09-02 19:27:40	2018-09-02 20:14:08	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:27:40	2018-09-02 20:14:07	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:27:40	2018-09-02 20:14:06	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:27:38	2018-09-02 20:14:05	1
INVOICE	NULL	NULL	2018-09-02 19:27:37	2018-09-02 20:14:04	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:27:32	2018-09-02 20:14:03	1
CKYC PHOTO	NULL	NULL	2018-09-02 19:27:32	2018-09-02 20:14:02	1
